Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
boys-kids-camo-cargo-shorts,,,,,,,,,Camo,,,10-12 Years,,,,,,300,,0,deny,manual,7.5,3.75,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/camoshorts.jpg?v=1650971374,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/camoshorts.jpg?v=1650971374,kg,,7,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Made from the same premium material and in the same style as the adults Penrith and Stanton Gilets this is certain to be a favourite with kids and parents alike.</strong><br></p>
<p data-mce-fragment=""1"">The Chilton gilet is ideal as a base layer and can be worn on its own in mild weather or paired with a jacket in colder weather.<strong data-mce-fragment=""1""><br><br>Features</strong><strong data-mce-fragment=""1"">:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hem drawcord</li>
<li data-mce-fragment=""1"">2 side zip pockets</li>
<li data-mce-fragment=""1"">Zip puller</li>
<li data-mce-fragment=""1"">Embroidered logo</li>
<li data-mce-fragment=""1"">Contrast piping to complete the country style look</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Premium anti pill fleece</li>
</ul>
<p>Sizes: 2-3 years to 13 years<br>Colours: Navy, Forest Green and Rose</p>",EK,,,,TRUE,Color,Navy,product.metafields.shopify.color-pattern,Size,6-12 months,product.metafields.shopify.size,,,,T_Game_Chilton_Gilet_NVY_6/12,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,TRUE,,,TRUE,,,,,,active
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,1-2 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,2-3 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,3-4 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,5-6 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,7-8 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,9-10 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,11-12 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Navy,,,13 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,6-12 months,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,1-2 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,2-3 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,3-4 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,5-6 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,7-8 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,9-10 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,11-12 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Forest Green,,,13 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,6-12 months,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,1-2 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,2-3 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,3-4 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,5-6 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,7-8 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,9-10 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,11-12 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
game-kids-chilton-country-fleece-gilet,,,,,,,,,Rose,,,13 Years,,,,,,500,,0,deny,manual,16.6,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,kg,,14.8,,,,,,,,,,
